Movie_ID,Year,Rank,Title,Description,Duration,Genre,Rating,Metascore,Votes,Gross_Earning_in_Mil,Director,Actor
351,2011,51,The Adjustment Bureau,    The affair between a politician and a contemporary dancer is affected by mysterious forces keeping the lovers apart.,106,Romance,7.1,60,225828,62.5,George Nolfi,Matt Damon
352,2011,52,We Need to Talk About Kevin,"    Kevin's mother struggles to love her strange child, despite the increasingly dangerous things he says and does as he grows up. But Kevin is just getting started, and his final act will be beyond anything anyone imagined.",112,Drama,7.5,68,121954,1.74,Lynne Ramsay,Tilda Swinton
353,2011,53,Battle Los Angeles,    A squad of U.S. Marines becomes the last line of defense against a global invasion.,116,Action,5.8,37,166168,83.55,Jonathan Liebesman,Aaron Eckhart
354,2011,54,Rise of the Planet of the Apes,    A substance designed to help the brain repair itself gives advanced intelligence to a chimpanzee who leads an ape uprising.,105,Action,7.6,68,469197,176.7,Rupert Wyatt,James Franco
355,2011,55,Bad Teacher,"    A lazy, incompetent middle school teacher who hates her job, her students, and her co-workers is forced to return to teaching to make enough money for breast implants after her wealthy fiancé dumps her.",92,Comedy,5.7,47,179624,100.2,Jake Kasdan,Cameron Diaz
356,2011,56,Hall Pass,"    Rick and Fred, two husbands who are having difficulty in their marriages, are given a Hall Pass by their wives: for one week, they can do whatever they want.",105,Comedy,5.9,45,113055,45.06,Bobby Farrelly,Owen Wilson
357,2011,57,The Thing,"    At an Antarctica research site, the discovery of an alien craft leads to a confrontation between graduate student Kate Lloyd and scientist Dr. Sander Halvorson.",103,Horror,6.2,49,110772,16.93,Matthijs van Heijningen Jr.,Mary Elizabeth Winstead
358,2011,58,Soul Surfer,    Teenage surfer Bethany Hamilton overcomes the odds and her own fears of returning to the water after losing her left arm in a shark attack.,112,Biography,7.1,53,41228,43.85,Sean McNamara,AnnaSophia Robb
359,2011,59,One Day,"    After spending the night together on the night of their college graduation Dexter and Emma are shown each year on the same date to see where they are in their lives. They are sometimes together, sometimes not, on that day.",107,Drama,7,48,126798,13.84,Lone Scherfig,Anne Hathaway
360,2011,60,Red Riding Hood,"    Set in a medieval village that is haunted by a werewolf, a young girl falls for an orphaned woodcutter, much to her family's displeasure.",100,Fantasy,5.5,29,101697,37.66,Catherine Hardwicke,Amanda Seyfried
361,2011,61,Tinker Tailor Soldier Spy,"    In the bleak days of the Cold War, espionage veteran George Smiley is forced from semi-retirement to uncover a Soviet Agent within MI6.",122,Drama,7.1,85,173603,24.15,Tomas Alfredson,Gary Oldman
362,2011,62,A Separation,    A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.,123,Drama,8.3,95,192801,7.1,Asghar Farhadi,Payman Maadi
363,2011,63,The Mechanic,    Follows an elite hit man as he teaches his trade to an apprentice who has a connection to one of his previous victims.,93,Action,6.6,49,140084,29.12,Simon West,Jason Statham
364,2011,64,The Raid: Redemption,    A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.,101,Action,7.6,73,174200,4.11,Gareth Evans,Iko Uwais
365,2011,65,The Tree of Life,"    The story of a family in Waco, Texas in 1956. The eldest son witnesses the loss of innocence and struggles with his parents' conflicting teachings.",139,Drama,6.8,85,155230,13.3,Terrence Malick,Brad Pitt
366,2011,66,Rango,"    Rango is an ordinary chameleon who accidentally winds up in the town of Dirt, a lawless outpost in the Wild West in desperate need of a new sheriff.",107,Animation,7.2,75,213566,123.4,Gore Verbinski,Johnny Depp
367,2011,67,Fright Night,"    After a new neighbor moved into the house next door, Charley discovers that he is an ancient vampire and goes in search for the help of Peter Vincent, a famous ""vampire killer"" to save his neighborhood from the creature.",106,Comedy,6.4,64,93923,18.3,Craig Gillespie,Anton Yelchin
368,2011,68,Colombiana,"    A young woman, after witnessing her parents' murder as a child in Bogota, grows up to be a stone-cold assassin.",108,Action,6.4,45,86864,36.67,Olivier Megaton,Zoe Saldana
369,2011,69,Transformers: Dark of the Moon,"    The Autobots learn of a Cybertronian spacecraft hidden on the moon, and race against the Decepticons to reach it and to learn its secrets.",154,Action,6.3,42,363581,352.3,Michael Bay,Shia LaBeouf
370,2011,70,I Am Number Four,"    Aliens and their Guardians are hiding on Earth from intergalactic bounty hunters. They can only be killed in numerical order, and Number Four is next on the list. This is his story.",111,Action,6.1,36,216239,55.1,D.J. Caruso,Alex Pettyfer
371,2011,71,Jane Eyre,    A mousy governess who softens the heart of her employer soon discovers that he's hiding a terrible secret.,120,Drama,7.4,76,74112,11.24,Cary Joji Fukunaga,Mia Wasikowska
372,2011,72,The Descendants,    A land baron tries to reconnect with his two daughters after his wife is seriously injured in a boating accident.,115,Comedy,7.3,84,222486,82.58,Alexander Payne,George Clooney
373,2011,73,Real Steel,"    In the near future, robot boxing is a top sport. A struggling promoter feels he's found a champion in a discarded robot.",127,Action,7.1,56,281928,85.47,Shawn Levy,Hugh Jackman
374,2011,74,Drive Angry,    A vengeful father escapes from hell and chases after the men who killed his daughter and kidnapped his granddaughter.,104,Action,5.4,44,89620,10.71,Patrick Lussier,Nicolas Cage
375,2011,75,Young Adult,"    Soon after her divorce, a fiction writer returns to her home in small-town Minnesota, looking to rekindle a romance with her ex-boyfriend, who is now happily married and has a newborn daughter.",94,Comedy,6.3,71,73345,16.31,Jason Reitman,Charlize Theron
376,2011,76,Priest,    A priest disobeys church law to track down the vampires who kidnapped his niece.,87,Action,5.7,41,107483,29.14,Scott Stewart,Paul Bettany
377,2011,77,The Three Musketeers,    The hot-headed young D'Artagnan along with three former legendary but now down on their luck Musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the French throne and engulfing Europe in war.,110,Action,5.8,35,97859,20.38,Paul W.S. Anderson,Logan Lerman
378,2011,78,Scream 4,"    Ten years have passed, and Sidney Prescott, who has put herself back together thanks in part to her writing, is visited by the Ghostface Killer.",111,Horror,6.2,52,117809,38.18,Wes Craven,Neve Campbell
379,2011,79,A Dangerous Method,    A look at how the intense relationship between Carl Jung and Sigmund Freud gives birth to psychoanalysis.,99,Biography,6.4,76,92573,5.7,David Cronenberg,Michael Fassbender
380,2011,80,Final Destination 5,    Survivors of a suspension-bridge collapse learn there's no way you can cheat Death.,92,Horror,5.9,50,96993,42.59,Steven Quale,Nicholas D'Agosto
381,2011,81,Killer Elite,"    When his mentor is taken captive by a disgraced Arab sheik, a killer-for-hire is forced into action. His mission: kill three members of Britain's elite Special Air Service responsible for the death of his sons.",116,Action,6.5,44,117073,25.12,Gary McKendry,Jason Statham
382,2011,82,The Lincoln Lawyer,    A lawyer defending a wealthy man begins to believe his client is guilty of more than just one crime.,118,Crime,7.3,63,194798,58.01,Brad Furman,Matthew McConaughey
383,2011,83,The Rum Diary,    American journalist Paul Kemp takes on a freelance job in Puerto Rico for a local newspaper during the 1960s and struggles to find a balance between island culture and the expatriates who live there.,119,Comedy,6.2,56,94326,13.1,Bruce Robinson,Johnny Depp
384,2011,84,Ghost Rider: Spirit of Vengeance,"    Johnny Blaze, tortured by the Ghost Rider's curse, gets a chance of redemption through protecting the Devil's son, whose father is pursuing him.",96,Action,4.3,34,102483,51.77,Mark Neveldine,Nicolas Cage
385,2011,85,The Adventures of Tintin,    Intrepid reporter Tintin and Captain Haddock set off on a treasure hunt for a sunken ship commanded by Haddock's ancestor.,107,Animation,7.3,68,200863,77.59,Steven Spielberg,Jamie Bell
386,2011,86,Paul,    Two English comic book geeks traveling across the U.S. encounter an alien outside Area 51.,104,Animation,7,57,218591,37.41,Greg Mottola,Simon Pegg
387,2011,87,War Horse,    Young Albert enlists to serve in World War I after his beloved horse is sold to the cavalry. Albert's hopeful journey takes him out of England and to the front lines as the war rages on.,146,Drama,7.2,72,135002,79.88,Steven Spielberg,Jeremy Irvine
388,2011,88,Footloose,"    City teenager Ren MacCormack moves to a small town where rock music and dancing have been banned, and his rebellious spirit shakes up the populace.",113,Comedy,5.9,58,42902,51.8,Craig Brewer,Kenny Wormald
389,2011,89,50/50,"    Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.",100,Comedy,7.7,72,298535,35.01,Jonathan Levine,Joseph Gordon-Levitt
390,2011,90,Cars 2,    Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,106,Animation,6.2,57,135891,191.4,John Lasseter,Owen Wilson
391,2011,91,The Artist,    An egomaniacal film star develops a relationship with a young dancer against the backdrop of Hollywood's silent era.,100,Comedy,7.9,89,215910,44.67,Michel Hazanavicius,Jean Dujardin
392,2011,92,Another Earth,"    On the night of the discovery of a duplicate Earth in the Solar system, an ambitious young student and an accomplished composer cross paths in a tragic accident.",92,Drama,7,66,85018,1.32,Mike Cahill,Brit Marling
393,2011,93,Gnomeo & Juliet,"    Separated by a garden fence and a feud, are blue gnomes on one side and red gnomes on the other. This doesn't stop blue Gnomeo and red Juliet from falling in love with each other. Do they have a future together?",84,Animation,6,53,49121,99.97,Kelly Asbury,James McAvoy
394,2011,94,The Green Hornet,"    Following the death of his father, Britt Reid, heir to his father's large company, teams up with his late dad's assistant Kato to become a masked crime fighting team.",119,Action,5.8,39,147736,98.78,Michel Gondry,Seth Rogen
395,2011,95,Abduction,    A thriller centered on a young man who sets out to uncover the truth about his life after finding his baby photo on a missing persons website.,106,Action,5.1,25,71891,28.09,John Singleton,Taylor Lautner
396,2011,96,The Grey,"    After their plane crashes in Alaska, six oil workers are led by a skilled huntsman to survival, but a pack of merciless wolves haunts their every step.",117,Action,6.8,64,227256,51.58,Joe Carnahan,Liam Neeson
397,2011,97,Dolphin Tale,    A story centered on the friendship between a boy and a dolphin whose tail was lost in a crab trap.,113,Drama,6.9,64,20530,72.29,Charles Martin Smith,Morgan Freeman
398,2011,98,Unknown,"    A man awakens from a coma, only to discover that someone has taken on his identity and that no one, (not even his wife), believes him. With the help of a young woman, he sets out to prove who he is.",113,Action,6.9,56,233738,63.69,Jaume Collet-Serra,Liam Neeson
399,2011,99,The Roommate,"    When college freshman Sara arrives on campus for the first time, she befriends her roommate, Rebecca, unaware that the girl is becoming dangerously obsessed with her.",91,Drama,4.9,23,32735,37.3,Christian E. Christiansen,Minka Kelly
400,2011,100,Like Crazy,"    A British college student falls for an American student, only to be separated from him when she's banned from the U.S. after overstaying her visa.",86,Drama,6.7,68,55486,3.41,Drake Doremus,Felicity Jones
