Movie_ID,Year,Rank,Title,Description,Duration,Genre,Rating,Metascore,Votes,Gross_Earning_in_Mil,Director,Actor
533,2013,33,White House Down,"    While on a tour of the White House with his young daughter, a Capitol policeman springs into action to save his child and protect the president from a heavily armed group of paramilitary invaders.",131,Action,6.4,52,190043,73.1,Roland Emmerich,Channing Tatum
534,2013,34,Oblivion,    A veteran assigned to extract Earth's remaining resources begins to question what he knows about his mission and himself.,124,Action,7,54,448776,89.02,Joseph Kosinski,Tom Cruise
535,2013,35,Now You See Me,"    An F.B.I. Agent and an Interpol Detective track a team of illusionists who pull off bank heists during their performances, and reward their audiences with the money.",115,Crime,7.3,50,547210,117.7,Louis Leterrier,Jesse Eisenberg
536,2013,36,Oldboy,"    Obsessed with vengeance, a man sets out to find out why he was kidnapped and locked into solitary confinement for twenty years without reason.",104,Action,5.8,49,62453,2.19,Spike Lee,Josh Brolin
537,2013,37,Gravity,    Two astronauts work together to survive after an accident leaves them stranded in space.,91,Drama,7.7,96,700924,274,Alfonso Cuarón,Sandra Bullock
538,2013,38,Lone Survivor,"    Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare.",121,Action,7.5,60,244309,125.1,Peter Berg,Mark Wahlberg
539,2013,39,This Is the End,"    6 Los Angeles celebrities are stuck in James Franco's house after a series of devastating events just destroyed the city. Inside, the group not only will have to face with the apocalypse, but with themselves.",107,Comedy,6.6,67,357263,101.4,Evan Goldberg,James Franco
540,2013,40,Enemy,    A man seeks out his exact look-alike after spotting him in a movie.,91,Mystery,6.9,61,140822,1.01,Denis Villeneuve,Jake Gyllenhaal
541,2013,41,The Wolverine,"    Wolverine comes to Japan to meet an old friend whose life he saved years ago, and gets embroiled in a conspiracy involving yakuza and mutants.",126,Action,6.7,61,395540,132.5,James Mangold,Hugh Jackman
542,2013,42,Grown Ups 2,"    After moving his family back to his hometown to be with his friends and their kids, Lenny finds out that between old bullies, new bullies, schizo bus drivers, drunk cops on skis, and four hundred costumed party crashers sometimes crazy follows you.",101,Comedy,5.4,19,127088,133.6,Dennis Dugan,Adam Sandler
543,2013,43,All Is Lost,"    After a collision with a shipping container at sea, a resourceful sailor finds himself, despite all efforts to the contrary, staring his mortality in the face.",106,Action,6.9,87,70203,6.26,J.C. Chandor,Robert Redford
544,2013,44,Nymphomaniac: Vol. II,"    The continuation of Joe's sexually dictated life delves into the darker aspects of her adulthood, obsessions and what led to her being in Seligman's care.",124,Drama,6.7,60,77723,0.33,Lars von Trier,Charlotte Gainsbourg
545,2013,45,RED 2,    Retired C.I.A. Agent Frank Moses reunites his unlikely team of elite operatives for a global quest to track down a missing portable nuclear device.,116,Action,6.6,47,147342,53.26,Dean Parisot,Bruce Willis
546,2013,46,The World's End,    Five friends who reunite in an attempt to top their epic pub crawl from twenty years earlier unwittingly become humanity's only hope for survival.,109,Action,7,81,229984,26,Edgar Wright,Simon Pegg
547,2013,47,Movie 43,    A series of interconnected short films follows a washed-up producer as he pitches insane story lines featuring some of the biggest stars in Hollywood.,94,Comedy,4.3,18,91412,8.83,Elizabeth Banks,Emma Stone
548,2013,48,Inside Llewyn Davis,    A week in the life of a young singer as he navigates the Greenwich Village folk scene of 1961.,104,Drama,7.5,93,122383,13.24,Ethan Coen,Oscar Isaac
549,2013,49,Evil Dead,"    Five friends head to a remote cabin, where the discovery of a Book of the Dead leads them to unwittingly summon up demons living in the nearby woods.",91,Fantasy,6.5,57,145140,54.24,Fede Alvarez,Jane Levy
550,2013,50,Elysium,"    In the year 2154, the very wealthy live on a man-made space station while the rest of the population resides on a ruined Earth. A man takes on a mission that could bring equality to the polarized worlds.",109,Action,6.6,61,392006,93.05,Neill Blomkamp,Matt Damon
551,2013,51,Gangster Squad,"    It's 1949 Los Angeles, the city is run by gangsters and a malicious mobster, Mickey Cohen. Determined to end the corruption, John O'Mara assembles a team of cops, ready to take down the ruthless leader and restore peace to the city.",113,Action,6.7,40,194145,46,Ruben Fleischer,Sean Penn
552,2013,52,Kick-Ass 2,"    Following Kick-Ass' heroics, other citizens are inspired to become masked crusaders. But Red Mist leads his own group of evil supervillains to get revenge, kill Kick-Ass and destroy everything he stands for.",103,Action,6.6,41,235636,28.8,Jeff Wadlow,Aaron Taylor-Johnson
553,2013,53,Star Trek Into Darkness,"    After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.",132,Action,7.7,72,443128,228.7,J.J. Abrams,Chris Pine
554,2013,54,The Hangover Part III,"    When one of their own is kidnapped by an angry gangster, the Wolf Pack must track down Mr. Chow, who has escaped from prison and is on the run.",100,Adventure,5.8,30,267419,112.2,Todd Phillips,Bradley Cooper
555,2013,55,Blue Jasmine,"    A New York socialite, deeply troubled and in denial, arrives in San Francisco to impose upon her sister. She looks a million, but isn't bringing money, peace, or love...",98,Drama,7.3,78,177960,33.41,Woody Allen,Cate Blanchett
556,2013,56,G.I. Joe: Retaliation,    The G.I. Joes are not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.,110,Action,5.8,41,164636,122.5,Jon M. Chu,Dwayne Johnson
557,2013,57,The Internship,"    Two salesmen whose careers have been torpedoed by the digital age find their way into a coveted internship at Google, where they must compete with a group of young, tech-savvy geniuses for a shot at employment.",119,Comedy,6.3,42,178671,44.67,Shawn Levy,Vince Vaughn
558,2013,58,Percy Jackson: Sea of Monsters,"    In order to restore their dying safe haven, the son of Poseidon and his friends embark on a quest to the Sea of Monsters, to find the mythical Golden Fleece, all the while trying to stop an ancient evil from rising.",106,Adventure,5.8,39,101371,68.56,Thor Freudenthal,Logan Lerman
559,2013,59,Beautiful Creatures,"    Ethan longs to escape his small Southern town. He meets a mysterious new girl, Lena. Together, they uncover dark secrets about their respective families, their history and their town.",124,Drama,6.2,52,79231,19.45,Richard LaGravenese,Alice Englert
560,2013,60,Escape Plan,"    When a structural-security authority finds himself set up and incarcerated in the world's most secret and secure prison, he has to use his skills to escape with help from the inside.",115,Action,6.7,49,209685,25.13,Mikael Håfström,Sylvester Stallone
561,2013,61,Oculus,"    A woman tries to exonerate her brother, who was convicted of murder, by proving that the crime was committed by a supernatural phenomenon.",104,Horror,6.5,61,105716,27.7,Mike Flanagan,Karen Gillan
562,2013,62,Captain Phillips,"    The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",134,Biography,7.8,83,383568,107.1,Paul Greengrass,Tom Hanks
563,2013,63,The Frozen Ground,    An Alaska State Trooper partners with a young woman who escaped the clutches of serial killer Robert Hansen to bring the murderer to justice. Based on actual events.,105,Crime,6.4,37,51453, ,Scott Walker,Nicolas Cage
564,2013,64,The Lone Ranger,"    Native American warrior Tonto recounts the untold tales that transformed John Reid, a man of the law, into a legend of justice.",150,Action,6.4,37,207232,89.3,Gore Verbinski,Johnny Depp
565,2013,65,Mama,    A young couple take in their two nieces only to suspect that a supernatural spirit named Mama has latched itself to their family.,100,Horror,6.2,57,157209,71.63,Andy Muschietti,Jessica Chastain
566,2013,66,Identity Thief,    Mild mannered businessman Sandy Patterson travels from Denver to Florida to confront the deceptively harmless looking woman who has been living it up after stealing Sandy's identity.,111,Adventure,5.7,35,114273,134.5,Seth Gordon,Jason Bateman
567,2013,67,Machete Kills,    The U.S. government recruits Machete to battle his way through Mexico in order to take down an arms dealer who looks to launch a weapon into space.,107,Action,5.6,41,69318,8.01,Robert Rodriguez,Danny Trejo
568,2013,68,Homefront,"    A former DEA agent moves his family to a quiet town, where he soon tangles with a local meth druglord.",100,Action,6.5,40,97662,20.16,Gary Fleder,Jason Statham
569,2013,69,The Secret Life of Walter Mitty,"    When his job along with that of his co-worker are threatened, Walter takes action in the real world embarking on a global journey that turns into an adventure more extraordinary than anything he could have ever imagined.",114,Adventure,7.3,54,273215,58.24,Ben Stiller,Ben Stiller
570,2013,70,Olympus Has Fallen,"    Disgraced Secret Service agent (and former presidential guard) Mike Banning finds himself trapped inside the White House in the wake of a terrorist attack; using his inside knowledge, Banning works with national security to rescue the President from his kidnappers.",119,Action,6.5,41,233172,98.93,Antoine Fuqua,Gerard Butler
571,2013,71,Carrie,"    A shy girl, outcasted by her peers and sheltered by her religious mother, unleashes telekinetic terror on her small town after being pushed too far at her senior prom.",100,Drama,5.9,53,124214,35.27,Kimberly Peirce,Chloë Grace Moretz
572,2013,72,Hansel & Gretel: Witch Hunters,"    Hansel & Gretel are bounty hunters who track and kill witches all over the world. As the fabled Blood Moon approaches, the siblings encounter a new form of evil that might hold a secret to their past.",88,Action,6.1,23,181552,55.7,Tommy Wirkola,Jeremy Renner
573,2013,73,Locke,"    Ivan Locke, a dedicated family man and successful construction manager, receives a phone call on the eve of the biggest challenge of his career that sets in motion a series of events that threaten his carefully cultivated existence.",85,Drama,7.1,81,119159,1.36,Steven Knight,Tom Hardy
574,2013,74,Pain & Gain,    A trio of bodybuilders in Florida get caught up in an extortion ring and a kidnapping scheme that goes terribly wrong.,129,Action,6.4,45,186238,49.88,Michael Bay,Mark Wahlberg
575,2013,75,Safe Haven,"    A young woman with a mysterious past lands in Southport, North Carolina where her bond with a widower forces her to confront the dark secret that haunts her.",115,Drama,6.7,34,95905,71.35,Lasse Hallström,Julianne Hough
576,2013,76,Oz the Great and Powerful,"    A frustrated circus magician from Kansas is transported to a magical land called Oz, where he will have to fulfill a prophecy to become the king, and release the land from the Wicked Witches using his great (but fake) powers.",130,Adventure,6.3,44,191114,234.9,Sam Raimi,James Franco
577,2013,77,Warm Bodies,"    After a highly unusual zombie saves a still-living girl from an attack, the two form a relationship that sets in motion events that might transform the entire lifeless world.",98,Comedy,6.9,60,207300,66.38,Jonathan Levine,Nicholas Hoult
578,2013,78,Monsters University,    A look at the relationship between Mike and Sulley during their days at Monsters University -- when they weren't necessarily the best of friends.,104,Animation,7.3,65,288118,268.4,Dan Scanlon,Billy Crystal
579,2013,79,Coherence,    Strange things begin to happen when a group of friends gather for a dinner party on an evening when a comet is passing overhead.,89,Horror,7.2,65,87629,0.07,James Ward Byrkit,Emily Baldoni
580,2013,80,The Bling Ring,"    Inspired by actual events, a group of fame-obsessed teenagers use the internet to track celebrities' whereabouts in order to rob their homes.",90,Biography,5.6,66,77276,5.84,Sofia Coppola,Katie Chang
581,2013,81,Blue Ruin,"    A mysterious outsider's quiet life is turned upside down when he returns to his childhood home to carry out an act of vengeance. Proving himself an amateur assassin, he winds up in a brutal fight to protect his estranged family.",90,Crime,7.1,77,57909,0.26,Jeremy Saulnier,Macon Blair
582,2013,82,The Kings of Summer,"    Three teenage friends, in the ultimate act of independence, decide to spend their summer building a house in the woods and living off the land.",95,Adventure,7.2,61,72658,1.29,Jordan Vogt-Roberts,Nick Robinson
583,2013,83,Side Effects,    A young woman's world unravels when a drug prescribed by her psychiatrist has unexpected side effects.,106,Crime,7.1,75,167390,32.17,Steven Soderbergh,Rooney Mara
584,2013,84,Despicable Me 2,"    When Gru, the world's most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Gru's own, He has to fight back with new gadgetry, cars, and more minion madness.",98,Animation,7.4,62,340379,368,Pierre Coffin,Steve Carell
585,2013,85,Adoration,    A pair of childhood friends and neighbors fall for each other's sons.,112,Drama,6.2,37,29433,0.32,Anne Fontaine,Naomi Watts
586,2013,86,Stoker,"    After India's father dies, her Uncle Charlie, whom she never knew existed, comes to live with her and her unstable mother. She comes to suspect this mysterious, charming man has ulterior motives and becomes increasingly infatuated with him.",99,Drama,6.8,58,96719,1.7,Chan-wook Park,Mia Wasikowska
587,2013,87,Riddick,"    Left for dead on a sun-scorched planet, Riddick finds himself up against an alien race of predators. Activating an emergency beacon alerts two ships: one carrying a new breed of mercenary, the other captained by a man from Riddick's past.",119,Action,6.4,49,143610,42.03,David Twohy,Vin Diesel
588,2013,88,Only God Forgives,"    Julian, a drug-smuggler thriving in Bangkok's criminal underworld, sees his life get even more complicated when his mother compels him to find and kill whoever is responsible for his brother's recent death.",90,Crime,5.7,37,99442,0.78,Nicolas Winding Refn,Ryan Gosling
589,2013,89,42,"    In 1947, Jackie Robinson becomes the first African-American to play in Major League Baseball in the modern era when he was signed by the Brooklyn Dodgers and faces considerable racism in the process.",128,Biography,7.5,62,76795,95,Brian Helgeland,Chadwick Boseman
590,2013,90,Only Lovers Left Alive,"    A depressed musician reunites with his lover. Though their romance, which has already endured several centuries, is disrupted by the arrival of her uncontrollable younger sister.",123,Comedy,7.3,79,79696,1.88,Jim Jarmusch,Tilda Swinton
591,2013,91,Filth,"    A corrupt, junkie cop with bipolar disorder attempts to manipulate his way through a promotion in order to win back his wife and daughter while also fighting his own inner demons.",97,Comedy,7.1,56,92471,0.03,Jon S. Baird,James McAvoy
592,2013,92,Anchorman 2: The Legend Continues,"    With the 1970s behind him, San Diego's top-rated newsman, Ron Burgundy, returns to take New York City's first twenty-four-hour news channel by storm.",119,Comedy,6.3,61,154530,127.3,Adam McKay,Will Ferrell
593,2013,93,The Counselor,    A lawyer finds himself in over his head when he gets involved in drug trafficking.,117,Crime,5.3,48,91515,16.97,Ridley Scott,Michael Fassbender
594,2013,94,47 Ronin,    A band of samurai set out to avenge the death and dishonor of their master at the hands of a ruthless shogun.,128,Action,6.3,28,134260,38.36,Carl Rinsch,Keanu Reeves
595,2013,95,Devil's Pass,"    A group of 5 students go the location of the infamous ""dyatlov pass incident"", to make a documentary but things take a turn for the worse to reveal the secrets as to what happened there.",100,Horror,5.7,49,20454, ,Renny Harlin,Holly Goss
596,2013,96,The Host,"    When an unseen enemy threatens mankind by taking over their bodies and erasing their memories, Melanie will risk everything to protect the people she cares most about, proving that love can conquer all in a dangerous new world.",125,Action,5.9,35,104845,26.63,Andrew Niccol,Saoirse Ronan
597,2013,97,Lovelace,"    The story of Linda Lovelace, who is used and abused by the porn industry at the behest of her coercive husband, before taking control of her life.",93,Biography,6.2,51,35654,0.36,Rob Epstein,Amanda Seyfried
598,2013,98,Odd Thomas,"    In a California desert town, a short-order cook with clairvoyant abilities encounters a mysterious man with a link to dark, threatening forces.",97,Comedy,6.9,45,43407, ,Stephen Sommers,Anton Yelchin
599,2013,99,Jack the Giant Slayer,"    The ancient war between humans and a race of giants is reignited when Jack, a young farmhand fighting for a kingdom and the love of a princess, opens a gateway between the two worlds.",114,Adventure,6.3,51,121864,65.19,Bryan Singer,Nicholas Hoult
600,2013,100,Cloudy with a Chance of Meatballs 2,"    Flint Lockwood now works at The Live Corp Company for his idol Chester V. But he's forced to leave his post when he learns that his most infamous machine is still operational, and is churning out menacing food-animal hybrids.",95,Animation,6.4,59,79828,119.7,Cody Cameron,Bill Hader
601,2014,1,Guardians of the Galaxy,    A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,121,Action,8.1,76,920495,333.1,James Gunn,Chris Pratt
602,2014,2,Captain America: The Winter Soldier,"    As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.",136,Action,7.8,70,645343,259.7,Anthony Russo,Chris Evans
603,2014,3,Interstellar,    A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.,169,Adventure,8.6,74,1271375,188,Christopher Nolan,Matthew McConaughey
604,2014,4,What We Do in the Shadows,"    Viago, Deacon and Vladislav are vampires who are finding that modern life has them struggling with the mundane - like paying rent, keeping up with the chore wheel, trying to get into nightclubs and overcoming flatmate conflicts.",86,Comedy,7.7,76,120987,3.33,Jemaine Clement,Jemaine Clement
605,2014,5,Gone Girl,"    With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",149,Drama,8.1,79,750332,167.7,David Fincher,Ben Affleck
606,2014,6,John Wick,    An ex-hit-man comes out of retirement to track down the gangsters that killed his dog and took everything from him.,101,Action,7.3,68,423035,43.04,Chad Stahelski,Keanu Reeves
607,2014,7,The Grand Budapest Hotel,"    The adventures of Gustave H, a legendary concierge at a famous hotel from the fictional Republic of Zubrowka between the first and second World Wars, and Zero Moustafa, the lobby boy who becomes his most trusted friend.",99,Adventure,8.1,88,625061,59.1,Wes Anderson,Ralph Fiennes
608,2014,8,Whiplash,    A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,106,Drama,8.5,88,602537,13.09,Damien Chazelle,Miles Teller
609,2014,9,X-Men: Days of Future Past,    The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.,132,Action,8,75,611290,233.9,Bryan Singer,Patrick Stewart
610,2014,10,Lucy,"    A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",89,Action,6.4,61,398148,126.6,Luc Besson,Scarlett Johansson
611,2014,11,Ex Machina,    A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.,108,Drama,7.7,78,417458,25.44,Alex Garland,Alicia Vikander
612,2014,12,How to Train Your Dragon 2,"    When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",102,Animation,7.8,76,271895,177,Dean DeBlois,Jay Baruchel
613,2014,13,Birdman or (The Unexpected Virtue of Ignorance),"    A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production.",119,Comedy,7.7,88,511881,42.34,Alejandro G. Iñárritu,Michael Keaton
614,2014,14,"Love, Rosie","    Rosie and Alex have been best friends since they were 5, so they couldn't possibly be right for one another...or could they? When it comes to love, life and making the right choices, these two are their own worst enemies.",102,Comedy,7.2,44,102530,0.01,Christian Ditter,Lily Collins
615,2014,15,Kingsman: The Secret Service,"    A spy organization recruits an unrefined, but promising street kid into the agency's ultra-competitive training program, just as a global threat emerges from a twisted tech genius.",129,Action,7.7,60,536913,128.2,Matthew Vaughn,Colin Firth
616,2014,16,Edge of Tomorrow,"    A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.",113,Action,7.9,71,539688,100.2,Doug Liman,Tom Cruise
617,2014,17,Fury,"    A grizzled tank commander makes tough decisions as he and his crew fight their way across Germany in April, 1945.",134,Action,7.6,64,377143,85.82,David Ayer,Brad Pitt
618,2014,18,The Hobbit: The Battle of the Five Armies,    Bilbo and company are forced to engage in a war against an array of combatants and keep the Lonely Mountain from falling into the hands of a rising darkness.,144,Adventure,7.4,59,433607,255.1,Peter Jackson,Ian McKellen
619,2014,19,The Equalizer,"    A man believes he has put his mysterious past behind him and has dedicated himself to beginning a new, quiet life. But when he meets a young girl under the control of ultra-violent Russian gangsters, he can't stand idly by - he has to help her.",132,Action,7.2,57,297567,101.5,Antoine Fuqua,Denzel Washington
620,2014,20,The Lego Movie,"    An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.",100,Animation,7.8,83,300237,257.7,Phil Lord,Chris Pratt
621,2014,21,Godzilla,"    The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity.",123,Action,6.4,62,343498,200.6,Gareth Edwards,Aaron Taylor-Johnson
622,2014,22,American Sniper,"    Navy S.E.A.L. sniper Chris Kyle's pinpoint accuracy saves countless lives on the battlefield and turns him into a legend. Back home to his wife and kids after four tours of duty, however, Chris finds that it is the war he can't leave behind.",133,Action,7.3,72,397427,350.1,Clint Eastwood,Bradley Cooper
623,2014,23,The Theory of Everything,    A look at the relationship between the famous physicist Stephen Hawking and his wife.,123,Biography,7.7,72,355893,35.89,James Marsh,Eddie Redmayne
624,2014,24,A Most Violent Year,"    In New York City 1981, an ambitious immigrant fights to protect his business and family during the most dangerous year in the city's history.",125,Crime,7,79,59351,5.74,J.C. Chandor,Oscar Isaac
625,2014,25,Noah,    Noah is chosen by God to undertake a momentous mission before an apocalyptic flood cleanses the world.,138,Action,5.8,68,227462,101.2,Darren Aronofsky,Russell Crowe
626,2014,26,Gemma Bovery,"    Martin, an ex-Parisian well-heeled hipster passionate about Gustave Flaubert who settled into a Norman village as a baker, sees an English couple moving into a small farm nearby. Not only ...                See full summary_»",99,Comedy,6.4,58,5074,0.19,Anne Fontaine,Fabrice Luchini
627,2014,27,The Imitation Game,"    During World War II, the English mathematical genius Alan Turing tries to crack the German Enigma code with help from fellow mathematicians.",114,Biography,8,73,611079,91.13,Morten Tyldum,Benedict Cumberbatch
628,2014,28,Divergent,"    In a world divided by factions based on virtues, Tris learns she's Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",139,Action,6.7,48,396169,150.9,Neil Burger,Shailene Woodley
629,2014,29,It Follows,    A young woman is followed by an unknown supernatural force after a sexual encounter.,100,Horror,6.8,83,179262,14.67,David Robert Mitchell,Maika Monroe
630,2014,30,Maleficent,"    A vengeful fairy is driven to curse an infant princess, only to discover that the child may be the one person who can restore peace to their troubled land.",97,Action,7,56,301421,241.4,Robert Stromberg,Angelina Jolie
631,2014,31,Inherent Vice,"    In 1970, drug-fueled Los Angeles private investigator Larry ""Doc"" Sportello investigates the disappearance of a former girlfriend.",148,Comedy,6.7,81,82112,8.11,Paul Thomas Anderson,Joaquin Phoenix
632,2014,32,Dracula Untold,"    As his kingdom is being threatened by the Turks, young prince Vlad Tepes must become a monster feared by his own people in order to obtain the power needed to protect his own family, and the families of his kingdom.",92,Action,6.3,40,163091,56.28,Gary Shore,Luke Evans
633,2014,33,Nightcrawler,"    When Louis Bloom, a con man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story.",117,Crime,7.9,76,398135,32.38,Dan Gilroy,Jake Gyllenhaal
634,2014,34,The Amazing Spider-Man 2,"    When New York is put under siege by Oscorp, it is up to Spider-Man to save the city he swore to protect as well as his loved ones.",142,Action,6.6,53,383148,202.8,Marc Webb,Andrew Garfield
635,2014,35,Big Hero 6,"    The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",102,Animation,7.8,74,364424,222.5,Don Hall,Ryan Potter
636,2014,36,The Hunger Games: Mockingjay - Part 1,"    Katniss Everdeen is in District 13 after she shatters the games forever. Under the leadership of President Coin and the advice of her trusted friends, Katniss spreads her wings as she fights to save Peeta and a nation moved by her courage.",123,Action,6.7,64,374323,337.1,Francis Lawrence,Jennifer Lawrence
637,2014,37,Tusk,    A brash and arrogant podcaster gets more than he bargained for when he travels to Canada to interview a mysterious recluse... who has a rather disturbing fondness for walruses.,102,Comedy,5.3,55,40282,1.82,Kevin Smith,Justin Long
638,2014,38,Sin City: A Dame to Kill For,    Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.,102,Crime,6.5,46,139046,13.76,Frank Miller,Mickey Rourke
639,2014,39,Unbroken,"    After a near-fatal plane crash in WWII, Olympian Louis Zamperini spends a harrowing 47 days in a raft with two fellow crewmen before he's caught by the Japanese navy and sent to a prisoner-of-war camp.",137,Biography,7.2,59,128792,115.6,Angelina Jolie,Jack O'Connell
640,2014,40,The Fault in Our Stars,    Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.,126,Drama,7.7,69,311146,124.8,Josh Boone,Shailene Woodley
641,2014,41,Into the Woods,    A witch tasks a childless baker and his wife with procuring magical items from classic fairy tales to reverse the curse put on their family tree.,125,Adventure,6,69,122461,128,Rob Marshall,Anna Kendrick
642,2014,42,Night at the Museum: Secret of the Tomb,"    Larry spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.",98,Adventure,6.2,47,91255,113.7,Shawn Levy,Ben Stiller
643,2014,43,300: Rise of an Empire,"    Greek general Themistokles leads the charge against invading Persian forces led by mortal-turned-god Xerxes and Artemisia, vengeful commander of the Persian navy.",102,Action,6.2,48,260320,106.5,Noam Murro,Sullivan Stapleton
644,2014,44,RoboCop,"    In 2028 Detroit, when Alex Murphy, a loving husband, father and good cop, is critically injured in the line of duty, the multinational conglomerate OmniCorp sees their chance for a part-man, part-robot police officer.",117,Action,6.2,52,204273,58.61,José Padilha,Joel Kinnaman
645,2014,45,Boyhood,"    The life of Mason, from early childhood to his arrival at college.",165,Drama,7.9,100,313335,25.38,Richard Linklater,Ellar Coltrane
646,2014,46,The Maze Runner,"    Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape.",113,Action,6.8,57,382727,102.4,Wes Ball,Dylan O'Brien
647,2014,47,The Other Woman,"    After discovering her boyfriend is married, Carly soon meets the wife he's been betraying. And when yet another love affair is discovered, all three women team up to plot revenge on the three-timing S.O.B.",109,Comedy,6,39,121758,83.91,Nick Cassavetes,Cameron Diaz
648,2014,48,The Gambler,"    Literature professor and gambler Jim Bennett's debt causes him to borrow money from his mother and a loan shark. Further complicating his situation, is his relationship with one of his students. Will Bennett risk his life for a second chance?",111,Crime,6,55,59346,33.63,Rupert Wyatt,Mark Wahlberg
649,2014,49,Predestination,"    For his final assignment, a top temporal agent must pursue the one criminal that has eluded him throughout time. The chase turns into a unique, surprising and mind-bending exploration of love, fate, identity and time travel taboos.",97,Drama,7.5,69,222285,0.07,Michael Spierig,Ethan Hawke
650,2014,50,The Expendables 3,"    Barney augments his team with new blood for a personal battle: to take down Conrad Stonebanks, the Expendables co-founder and notorious arms trader who is hell bent on wiping out Barney and every single one of his associates.",126,Action,6.1,35,154530,39.32,Patrick Hughes,Sylvester Stallone
651,2014,51,Sex Tape,"    A married couple wake up to discover that the sex tape they made the evening before has gone missing, leading to a frantic search for its whereabouts.",94,Comedy,5.1,36,99544,38.54,Jake Kasdan,Jason Segel
652,2014,52,Hercules,"    Having endured his legendary twelve labors, Hercules, the Greek demigod, has his life as a sword-for-hire tested when the King of Thrace and his daughter seek his aid in defeating a tyrannical warlord.",98,Action,6,47,136273,72.69,Brett Ratner,Dwayne Johnson
653,2014,53,"As Above, So Below","    When a team of explorers ventures into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead.",93,Horror,6.2,38,65756,21.2,John Erick Dowdle,Perdita Weeks
654,2014,54,Une nouvelle amie,    A young woman makes a surprising discovery about the husband of her late best friend.,108,Drama,6.6,74,6681,0.13,François Ozon,Romain Duris
655,2014,55,Transformers: Age of Extinction,"    When humanity allies with a bounty hunter in pursuit of Optimus Prime, the Autobots turn to a mechanic and his family for help.",165,Action,5.7,32,280974,245.4,Michael Bay,Mark Wahlberg
656,2014,56,The Captive,"    Eight years after the disappearance of Cassandra, some disturbing incidents seem to indicate that she's still alive. Police, parents and Cassandra herself, will try to unravel the mystery of her disappearance.",112,Crime,5.9,36,26517, ,Atom Egoyan,Ryan Reynolds
657,2014,57,The Babadook,"    A widowed mother, plagued by the violent death of her husband, battles with her son's fear of a monster lurking in the house, but soon discovers a sinister presence all around her.",94,Drama,6.8,86,168161,0.92,Jennifer Kent,Essie Davis
658,2014,58,Wild,    A chronicle of one woman's one thousand one hundred mile solo hike undertaken as a way to recover from a recent personal tragedy.,115,Adventure,7.1,76,109065,37.88,Jean-Marc Vallée,Reese Witherspoon
659,2014,59,Blended,"    After a bad blind date, a man and woman find themselves stuck together at a resort for families, where their attraction grows as their respective kids benefit from the burgeoning relationship.",117,Comedy,6.5,31,105178,46.29,Frank Coraci,Adam Sandler
660,2014,60,Relatos salvajes,    Six short stories that explore the extremities of human behavior involving people in distress.,122,Comedy,8.1,77,148129,3.11,Damián Szifron,Darío Grandinetti
