,st_name,st_date,st_place,st_knownfor,st_awards_wins,st_awards_nominations,st_link,st_awards_link
324,Leonardo Sbaraglia,6/30/70,"Sáenz Peña, Tres de Febrero, Buenos Aires, Argentina","['Intacto', 'O Silêncio do Céu', 'Relatos salvajes', 'Burnt Money']",13,18,https://www.imdb.com/name/nm0768614/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0768614/awards?ref_=nm_ql_2
325,Kim Cattrall,8/21/56,"Liverpool, England, UK","['Sex and the City 2', 'Sex and the City', 'Star Trek VI: The Undiscovered Country', 'Sex and the City']",9,25,https://www.imdb.com/name/nm0000326/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0000326/awards?ref_=nm_ql_2
293,Simon Yam,3/19/55,Hong Kong,"['PTU', 'Lara Croft Tomb Raider: The Cradle of Life', 'Hak se wui', 'Yip Man']",8,21,https://www.imdb.com/name/nm0945189/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0945189/awards?ref_=nm_ql_2
294,Michael Fassbender,4/2/77,"Heidelberg, Baden-Württemberg, West Germany","['Shame', 'Prometheus', 'X: First Class', 'Steve Jobs']",76,141,https://www.imdb.com/name/nm1055413/?ref_=adv_li_st_1,https://www.imdb.com/name/nm1055413/awards?ref_=nm_ql_2
295,Joan Allen,8/20/56,"Rochelle, Illinois, USA","['Room', 'Pleasantville', 'Death Race', 'Nixon']",33,64,https://www.imdb.com/name/nm0000260/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0000260/awards?ref_=nm_ql_2
296,Rachel Weisz,3/7/70,"Westminster, London, England, UK","['The Constant Gardener', 'The Lobster', 'The Favourite', 'The Mummy']",41,73,https://www.imdb.com/name/nm0001838/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0001838/awards?ref_=nm_ql_2
297,Jena Malone,11/21/84,"Sparks, Nevada, USA","['Contact', 'The Hunger Games: Mockingjay - Part 2', 'The Neon Demon', 'The Hunger Games: Catching Fire']",12,20,https://www.imdb.com/name/nm0540441/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0540441/awards?ref_=nm_ql_2
298,Colm Feore,8/22/58,"Boston, Massachusetts, USA","['Chicago', 'The Chronicles of Riddick', 'Thor', 'Bon Cop Bad Cop']",6,11,https://www.imdb.com/name/nm0272173/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0272173/awards?ref_=nm_ql_2
299,Dominic West,10/15/69,"Sheffield, Yorkshire, England, UK","['The Wire', 'Chicago', 'Punisher: War Zone', 'Tomb Raider']",9,14,https://www.imdb.com/name/nm0922035/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0922035/awards?ref_=nm_ql_2
300,Chris Rock,2/7/65,"Andrews, South Carolina, USA","['Top Five', 'The Longest Yard', 'Lethal Weapon 4', 'Head of State']",19,64,https://www.imdb.com/name/nm0001674/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0001674/awards?ref_=nm_ql_2
301,Bob Hoskins,10/26/42,"Bury St. Edmunds, Suffolk, England, UK","['The Long Good Friday', 'Who Framed Roger Rabbit', 'Mona Lisa', 'Super Mario Bros.']",23,15,https://www.imdb.com/name/nm0001364/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0001364/awards?ref_=nm_ql_2
302,Seann William Scott,10/3/76,"Cottage Grove, Minnesota, USA","['American Pie', 'American Wedding', ""Dude, Where's My Car?"", 'American Pie 2']",5,8,https://www.imdb.com/name/nm0005405/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0005405/awards?ref_=nm_ql_2
303,Matt Damon,10/8/70,"Boston, Massachusetts, USA","['Good Will Hunting', 'The Martian', 'The Departed', 'The Talented Mr. Ripley']",36,142,https://www.imdb.com/name/nm0000354/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0000354/awards?ref_=nm_ql_2
304,Josh Brolin,2/12/68,"Santa Monica, California, USA","['No Country for Old Men', 'Avengers: Infinity War', 'Inherent Vice', 'Milk']",16,52,https://www.imdb.com/name/nm0000982/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0000982/awards?ref_=nm_ql_2
305,Laine Megaw,NA,NA,"['Hunger', 'Divorcing Jack', 'Mickybo and Me', 'Sunset Heights']",NA,NA,https://www.imdb.com/name/nm0002565/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0002565/awards?ref_=nm_ql_2
306,Matthew Fox,7/14/66,"Abington, Pennsylvania, USA","['Bone Tomahawk', 'Lost', 'We Are Marshall', 'Vantage Point']",6,36,https://www.imdb.com/name/nm0289142/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0289142/awards?ref_=nm_ql_2
307,Bradley Cooper,1/5/75,"Philadelphia, Pennsylvania, USA","['A Star Is Born', 'Silver Linings Playbook', 'American Sniper', 'American Hustle']",47,162,https://www.imdb.com/name/nm0177896/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0177896/awards?ref_=nm_ql_2
308,Liev Schreiber,10/4/67,"San Francisco, California, USA","['Spotlight', 'X-Men Origins: Wolverine', 'The Manchurian Candidate', 'Everything Is Illuminated']",14,39,https://www.imdb.com/name/nm0000630/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0000630/awards?ref_=nm_ql_2
309,Steve Harris,12/3/65,"Chicago, Illinois, USA","['The Practice', 'The Rock', 'Diary of a Mad Black Woman', 'In Your Eyes']",3,15,https://www.imdb.com/name/nm0004996/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0004996/awards?ref_=nm_ql_2
310,Josh Hutcherson,10/12/92,"Union, Kentucky, USA","['The Hunger Games', 'The Hunger Games: Catching Fire', 'The Hunger Games: Mockingjay - Part 2', 'The Kids Are All Right']",19,24,https://www.imdb.com/name/nm1242688/?ref_=adv_li_st_1,https://www.imdb.com/name/nm1242688/awards?ref_=nm_ql_2
311,Michelle Monaghan,3/23/76,"Winthrop, Iowa, USA","['Kiss Kiss Bang Bang', 'Pixels', 'Gone Baby Gone', 'Source Code']",3,8,https://www.imdb.com/name/nm1157358/?ref_=adv_li_st_1,https://www.imdb.com/name/nm1157358/awards?ref_=nm_ql_2
312,Hugh Jackman,10/12/68,"Sydney, New South Wales, Australia","['Les Misérables', 'Logan', 'X-Men Origins: Wolverine', 'X-Men']",29,89,https://www.imdb.com/name/nm0413168/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0413168/awards?ref_=nm_ql_2
313,Robert Knepper,7/8/59,"Fremont, Ohio, USA","['Prison Break', 'Hitman', 'Transporter 3', 'Hostage']",0,3,https://www.imdb.com/name/nm0460694/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0460694/awards?ref_=nm_ql_2
314,Kat Dennings,6/13/86,"Philadelphia, Pennsylvania, USA","[""Nick and Norah's Infinite Playlist"", 'Thor', 'Thor: The Dark World', 'Charlie Bartlett']",1,4,https://www.imdb.com/name/nm0993507/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0993507/awards?ref_=nm_ql_2
315,Jennifer Aniston,2/11/69,"Sherman Oaks, California, USA","['Friends', 'Cake', ""We're the Millers"", 'The Bounty Hunter']",35,77,https://www.imdb.com/name/nm0000098/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0000098/awards?ref_=nm_ql_2
316,Al Pacino,4/25/40,"Manhattan, New York City, New York, USA","['Serpico', 'The Godfather', 'Dog Day Afternoon', 'Dick Tracy']",47,70,https://www.imdb.com/name/nm0000199/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0000199/awards?ref_=nm_ql_2
317,Aidan Quinn,3/8/59,"Chicago, Illinois, USA","['Benny & Joon', 'Practical Magic', 'Flipped', 'Legends of the Fall']",2,13,https://www.imdb.com/name/nm0001644/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0001644/awards?ref_=nm_ql_2
318,Frederick Lau,8/17/89,"Berlin, Germany","['Victoria', 'The Wave', '4 Blocks', 'Das kalte Herz']",9,4,https://www.imdb.com/name/nm1035643/?ref_=adv_li_st_1,https://www.imdb.com/name/nm1035643/awards?ref_=nm_ql_2
319,Toby Jones,9/7/66,"Hammersmith, London, England, UK","['Tinker Tailor Soldier Spy', 'The Hunger Games', 'Captain America: The Winter Soldier', 'The Painted Veil']",10,16,https://www.imdb.com/name/nm0429363/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0429363/awards?ref_=nm_ql_2
320,Aaron Taylor-Johnson,6/13/90,"High Wycombe, Buckinghamshire, England, UK","['Kick-Ass', 'Nocturnal Animals', 'Nowhere Boy', 'Godzilla']",4,17,https://www.imdb.com/name/nm1093951/?ref_=adv_li_st_1,https://www.imdb.com/name/nm1093951/awards?ref_=nm_ql_2
321,Mila Kunis,8/14/83,"Chernovtsy, Ukrainian SSR, USSR [now Chernivtsi, Ukraine]","['Black Swan', 'Bad Moms', 'Jupiter Ascending', 'Forgetting Sarah Marshall']",13,56,https://www.imdb.com/name/nm0005109/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0005109/awards?ref_=nm_ql_2
322,Emily Mortimer,12/1/71,"London, England, UK","['Mary Poppins Returns', 'Lars and the Real Girl', 'Transsiberian', 'Harry Brown']",5,15,https://www.imdb.com/name/nm0607865/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0607865/awards?ref_=nm_ql_2
323,Diane Kruger,7/15/76,"Algermissen, Lower Saxony, West Germany","['Inglourious Basterds', 'National Treasure', 'Unknown', 'In the Fade']",16,17,https://www.imdb.com/name/nm1208167/?ref_=adv_li_st_1,https://www.imdb.com/name/nm1208167/awards?ref_=nm_ql_2
324,Patrick Wilson,7/3/73,"Norfolk, Virginia, USA","['The Phantom of the Opera', 'Hard Candy', 'Insidious', 'Watchmen']",2,18,https://www.imdb.com/name/nm0933940/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0933940/awards?ref_=nm_ql_2
325,Zoe Saldana,6/19/78,"Passaic, New Jersey, USA","['Avatar', 'Guardians of the Galaxy', 'Star Trek', 'Guardians of the Galaxy Vol. 2']",16,60,https://www.imdb.com/name/nm0757855/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0757855/awards?ref_=nm_ql_2
326,Jude Law,12/29/72,"Lewisham, London, England, UK","['The Talented Mr. Ripley', 'The Grand Budapest Hotel', 'Sky Captain and the World of Tomorrow', 'Closer']",17,60,https://www.imdb.com/name/nm0000179/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0000179/awards?ref_=nm_ql_2
327,Amanda Righetti,4/4/83,"St. George, Utah, USA","['Captain America: The First Avenger', 'Friday the 13th', 'The Mentalist', 'Matter']",1,0,https://www.imdb.com/name/nm1119462/?ref_=adv_li_st_1,https://www.imdb.com/name/nm1119462/awards?ref_=nm_ql_2
328,Anna Faris,11/29/76,"Baltimore, Maryland, USA","['The House Bunny', 'Just Friends', 'Scary Movie 4', 'Brokeback Mountain']",1,22,https://www.imdb.com/name/nm0267506/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0267506/awards?ref_=nm_ql_2
329,Emma Stone,11/6/88,"Scottsdale, Arizona, USA","['La La Land', 'Easy A', 'The Help', 'Birdman or (The Unexpected Virtue of Ignorance)']",68,157,https://www.imdb.com/name/nm1297015/?ref_=adv_li_st_1,https://www.imdb.com/name/nm1297015/awards?ref_=nm_ql_2
330,Zachary Quinto,6/2/77,"Pittsburgh, Pennsylvania, USA","['Star Trek', 'Margin Call', 'Star Trek Beyond', 'Star Trek Into Darkness']",10,24,https://www.imdb.com/name/nm0704270/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0704270/awards?ref_=nm_ql_2
331,Emma Watson,4/15/90,"Paris, France","['The Perks of Being a Wallflower', ""Harry Potter and the Sorcerer's Stone"", 'The Bling Ring', 'Beauty and the Beast']",24,59,https://www.imdb.com/name/nm0914612/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0914612/awards?ref_=nm_ql_2
332,Jamie Foxx,12/13/67,"Terrell, Texas, USA","['Django Unchained', 'Ray', 'Collateral', 'Dreamgirls']",48,80,https://www.imdb.com/name/nm0004937/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0004937/awards?ref_=nm_ql_2
333,Sandra Bullock,7/26/64,"Arlington, Virginia, USA","['The Proposal', 'Miss Congeniality', 'Gravity', 'Speed']",76,112,https://www.imdb.com/name/nm0000113/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0000113/awards?ref_=nm_ql_2
334,Mark Wahlberg,6/5/71,"Dorchester, Boston, Massachusetts, USA","['The Fighter', 'The Departed', 'Boogie Nights', 'Ted']",21,71,https://www.imdb.com/name/nm0000242/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0000242/awards?ref_=nm_ql_2
335,Matthew Perry,8/19/69,"Williamstown, Massachusetts, USA","['Friends', 'Studio 60 on the Sunset Strip', 'The Whole Nine Yards', 'Fools Rush In']",5,28,https://www.imdb.com/name/nm0001612/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0001612/awards?ref_=nm_ql_2
336,Jordan Nagai,2/5/00,"Los Angeles, California, USA","['Up', 'The Simpsons', 'Up', '24th Annual Genesis Awards']",1,0,https://www.imdb.com/name/nm2973712/?ref_=adv_li_st_1,https://www.imdb.com/name/nm2973712/awards?ref_=nm_ql_2
337,Johnny Depp,6/9/63,"Owensboro, Kentucky, USA","['Pirates of the Caribbean: The Curse of the Black Pearl', 'Sweeney Todd: The Demon Barber of Fleet Street', ""Pirates of the Caribbean: At World's End"", ""Pirates of the Caribbean: Dead Man's Chest""]",75,145,https://www.imdb.com/name/nm0000136/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0000136/awards?ref_=nm_ql_2
338,Peter Sarsgaard,3/7/71,"Belleville, Illinois, USA","['Shattered Glass', 'Garden State', 'Kinsey', 'An Education']",14,34,https://www.imdb.com/name/nm0765597/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0765597/awards?ref_=nm_ql_2
339,David James,NA,NA,"['District 9', 'The Salvation', 'Sew the Winter to My Skin', 'Kidnap and Ransom']",NA,NA,https://www.imdb.com/name/nm3107870/?ref_=adv_li_st_1,https://www.imdb.com/name/nm3107870/awards?ref_=nm_ql_2
340,Sarah Polley,1/8/79,"Toronto, Ontario, Canada","['The Sweet Hereafter', 'My Life Without Me', 'Dawn of the Dead', 'Go']",52,74,https://www.imdb.com/name/nm0001631/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0001631/awards?ref_=nm_ql_2
341,Kevin Spacey,7/26/59,"South Orange, New Jersey, USA","['The Usual Suspects', 'Se7en', 'L.A. Confidential', 'American Beauty']",57,86,https://www.imdb.com/name/nm0000228/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0000228/awards?ref_=nm_ql_2
342,Paz de la Huerta,9/3/84,"New York City, New York, USA","['Enter the Void', 'A Walk to Remember', 'The Cider House Rules', 'Choke']",1,0,https://www.imdb.com/name/nm0209289/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0209289/awards?ref_=nm_ql_2
343,Brian Kotzur,NA,NA,"['Beauty Is Embarrassing', 'Trash Humpers', 'Septien', 'Act Da Fool']",NA,NA,https://www.imdb.com/name/nm2555547/?ref_=adv_li_st_1,https://www.imdb.com/name/nm2555547/awards?ref_=nm_ql_2
344,Malin Akerman,5/12/78,"Stockholm, Stockholms län, Sweden","['Watchmen', 'The Final Girls', 'Happythankyoumoreplease', '27 Dresses']",1,5,https://www.imdb.com/name/nm0015196/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0015196/awards?ref_=nm_ql_2
345,Sam Worthington,8/2/76,"Godalming, Surrey, England, UK","['Avatar', 'Terminator Salvation', 'Clash of the Titans', 'Man on a Ledge']",6,17,https://www.imdb.com/name/nm0941777/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0941777/awards?ref_=nm_ql_2
346,Joseph Gordon-Levitt,2/17/81,"Los Angeles, California, USA","['Inception', 'Looper', 'Don Jon', '50/50']",21,65,https://www.imdb.com/name/nm0330687/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0330687/awards?ref_=nm_ql_2
347,Ryan Reynolds,10/23/76,"Vancouver, British Columbia, Canada","['Deadpool', 'Deadpool 2', 'X-Men Origins: Wolverine', 'Buried']",17,47,https://www.imdb.com/name/nm0005351/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0005351/awards?ref_=nm_ql_2
348,Charlotte Gainsbourg,7/21/71,"London, England, UK","['Antichrist', 'Melancholia', 'Nymphomaniac: Vol. II', 'Nymphomaniac: Vol. I']",14,33,https://www.imdb.com/name/nm0001250/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0001250/awards?ref_=nm_ql_2
349,Vera Farmiga,8/6/73,"Clifton, New Jersey, USA","['Up in the Air', 'The Departed', 'Orphan', 'Bates Motel']",19,77,https://www.imdb.com/name/nm0267812/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0267812/awards?ref_=nm_ql_2
350,Thandie Newton,11/6/72,"Westminster, London, England, UK","['Crash', 'Westworld', 'Mission: Impossible II', '2012']",15,33,https://www.imdb.com/name/nm0628601/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0628601/awards?ref_=nm_ql_2
351,Lily Cole,12/27/87,"Torquay, Devon, England, UK","['Snow White and the Huntsman', 'The Imaginarium of Doctor Parnassus', 'The Moth Diaries', 'Star Wars: Episode VIII - The Last Jedi']",0,1,https://www.imdb.com/name/nm2178959/?ref_=adv_li_st_1,https://www.imdb.com/name/nm2178959/awards?ref_=nm_ql_2
352,Ashley C. Williams,1/24/84,"Boston, Massachusetts, USA","['Albanian Gangster', 'Julia', 'The Human Centipede (First Sequence)', 'Albanian Gangster II: Illyrian Blood']",6,2,https://www.imdb.com/name/nm2280521/?ref_=adv_li_st_1,https://www.imdb.com/name/nm2280521/awards?ref_=nm_ql_2
353,Teri Hatcher,12/8/64,"Palo Alto, California, USA","['Tomorrow Never Dies', 'Desperate Housewives', 'Lois & Clark: The New Adventures of Superman', 'Coraline']",6,19,https://www.imdb.com/name/nm0000159/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0000159/awards?ref_=nm_ql_2
354,Soledad Villamil,6/19/69,"La Plata, Buenos Aires, Argentina","['The Secret in Their Eyes', 'El mismo amor, la misma lluvia', 'No sos vos, soy yo', 'Vulnerables']",9,8,https://www.imdb.com/name/nm0897845/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0897845/awards?ref_=nm_ql_2
355,Channing Tatum,4/26/80,"Cullman, Alabama, USA","['21 Jump Street', 'White House Down', '22 Jump Street', 'Foxcatcher']",21,57,https://www.imdb.com/name/nm1475594/?ref_=adv_li_st_1,https://www.imdb.com/name/nm1475594/awards?ref_=nm_ql_2
356,Madhavan,6/1/70,"Jamshedpur, Bihar, India","['Vikram Vedha', '3 Idiots', 'Breathe', 'Saala Khadoos']",9,9,https://www.imdb.com/name/nm0534856/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0534856/awards?ref_=nm_ql_2
326,Amanda Seyfried,12/3/85,"Allentown, Pennsylvania, USA","['Les Misérables', 'Mean Girls', 'Mamma Mia!', 'Dear John']",7,18,https://www.imdb.com/name/nm1086543/?ref_=adv_li_st_1,https://www.imdb.com/name/nm1086543/awards?ref_=nm_ql_2
327,Paul Walker,9/12/73,"Glendale, California, USA","['The Fast and the Furious', 'Furious 7', 'Running Scared', 'Fast & Furious']",7,11,https://www.imdb.com/name/nm0908094/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0908094/awards?ref_=nm_ql_2
328,Gerard Butler,11/13/69,"Paisley, Scotland, UK","['The Phantom of the Opera', '300', 'Law Abiding Citizen', 'The Bounty Hunter']",4,15,https://www.imdb.com/name/nm0124930/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0124930/awards?ref_=nm_ql_2
329,Michele Valley,NA,NA,"['Dogtooth', 'Singapore sling: O anthropos pou agapise ena ptoma', 'Pretty Smart', 'Morning Patrol']",NA,NA,https://www.imdb.com/name/nm0885091/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0885091/awards?ref_=nm_ql_2
330,Ewan McGregor,3/31/71,"Perth, Perthshire, Scotland, UK","['Moulin Rouge!', 'Trainspotting', 'August: Osage County', 'T2 Trainspotting']",29,47,https://www.imdb.com/name/nm0000191/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0000191/awards?ref_=nm_ql_2
331,Keith David,6/4/56,"Harlem, New York City, New York, USA","['The Princess and the Frog', 'They Live', 'Armageddon', 'The Thing']",6,16,https://www.imdb.com/name/nm0202966/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0202966/awards?ref_=nm_ql_2
332,Mo'Nique,12/11/67,"Woodlawn, Maryland, USA","['Precious', 'Domino', 'The Parkers', 'Bessie']",57,25,https://www.imdb.com/name/nm0594898/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0594898/awards?ref_=nm_ql_2
333,Penélope Cruz,4/28/74,"Alcobendas, Madrid, Spain","['Vicky Cristina Barcelona', 'Vanilla Sky', 'Pirates of the Caribbean: On Stranger Tides', 'Volver']",55,115,https://www.imdb.com/name/nm0004851/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0004851/awards?ref_=nm_ql_2
334,Natalie Portman,6/9/81,"Jerusalem, Israel","['Black Swan', 'V for Vendetta', 'Closer', 'Léon: The Professional']",86,132,https://www.imdb.com/name/nm0000204/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0000204/awards?ref_=nm_ql_2
335,Noomi Rapace,12/28/79,"Hudiksvall, Gävleborgs län, Sweden","['The Girl with the Dragon Tattoo', 'Prometheus', 'Sherlock Holmes: A Game of Shadows', 'What Happened to Monday']",13,19,https://www.imdb.com/name/nm0636426/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0636426/awards?ref_=nm_ql_2
336,Bill Hader,6/7/78,"Tulsa, Oklahoma, USA","['The Skeleton Twins', 'Inside Out', 'Trainwreck', 'Barry']",12,37,https://www.imdb.com/name/nm0352778/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0352778/awards?ref_=nm_ql_2
337,Megan Fox,5/16/86,"Rockwood, Tennessee, USA","['Transformers', 'Teenage Mutant Ninja Turtles', ""Jennifer's Body"", 'Teenage Mutant Ninja Turtles: Out of the Shadows']",7,21,https://www.imdb.com/name/nm1083271/?ref_=adv_li_st_1,https://www.imdb.com/name/nm1083271/awards?ref_=nm_ql_2
338,Idris Elba,9/6/72,"Hackney, London, England, UK","['Beasts of No Nation', 'Thor: Ragnarok', 'The Losers', 'Star Trek Beyond']",26,84,https://www.imdb.com/name/nm0252961/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0252961/awards?ref_=nm_ql_2
339,Meryl Streep,6/22/49,"Summit, New Jersey, USA","['Out of Africa', 'The Devil Wears Prada', 'Doubt', ""Sophie's Choice""]",175,357,https://www.imdb.com/name/nm0000658/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0000658/awards?ref_=nm_ql_2
340,Zachary Levi,9/29/80,"Lake Charles, Louisiana, USA","['Chuck', 'Tangled', 'Shazam!', 'Thor: The Dark World']",3,14,https://www.imdb.com/name/nm1157048/?ref_=adv_li_st_1,https://www.imdb.com/name/nm1157048/awards?ref_=nm_ql_2
341,Joshua McIvor,NA,NA,NA,NA,NA,https://www.imdb.com/name/nm3620280/?ref_=adv_li_st_1,https://www.imdb.com/name/nm3620280/awards?ref_=nm_ql_2
342,Chandler Canterbury,12/15/98,"Houston, Texas, USA","['Knowing', 'After.Life', 'The Host', 'Repo Men']",1,5,https://www.imdb.com/name/nm2425105/?ref_=adv_li_st_1,https://www.imdb.com/name/nm2425105/awards?ref_=nm_ql_2
343,Monica Potter,6/30/71,"Cleveland, Ohio, USA","['The Last House on the Left', 'Patch Adams', 'Saw', 'Along Came a Spider']",1,8,https://www.imdb.com/name/nm0005321/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0005321/awards?ref_=nm_ql_2
344,Michael Sheen,2/5/69,"Newport, Gwent, Wales, UK","['Masters of Sex', 'Frost/Nixon', 'The Queen', 'Midnight in Paris']",14,32,https://www.imdb.com/name/nm0790688/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0790688/awards?ref_=nm_ql_2
345,Michael C. Hall,2/1/71,"Raleigh, North Carolina, USA","['Dexter', 'Gamer', 'Six Feet Under', 'Paycheck']",13,57,https://www.imdb.com/name/nm0355910/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0355910/awards?ref_=nm_ql_2
346,Colin Firth,9/10/60,"Grayshott, Hampshire, England, UK","['A Single Man', ""The King's Speech"", ""Bridget Jones's Diary"", 'Kingsman: The Secret Service']",68,57,https://www.imdb.com/name/nm0000147/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0000147/awards?ref_=nm_ql_2
347,Rachel McAdams,11/17/78,"London, Ontario, Canada","['The Notebook', 'Mean Girls', 'Red Eye', 'The Vow']",22,55,https://www.imdb.com/name/nm1046097/?ref_=adv_li_st_1,https://www.imdb.com/name/nm1046097/awards?ref_=nm_ql_2
348,Richard Kind,11/22/56,"Trenton, New Jersey, USA","['Inside Out', 'Argo', 'A Serious Man', ""A Bug's Life""]",6,8,https://www.imdb.com/name/nm0454236/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0454236/awards?ref_=nm_ql_2
349,James Marsters,8/20/62,"Greenville, Plumas County, California, USA","['Buffy the Vampire Slayer', 'Dragonball: Evolution', 'P.S. I Love You', 'Angel']",8,13,https://www.imdb.com/name/nm0551346/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0551346/awards?ref_=nm_ql_2
350,Ben Foster,10/29/80,"Boston, Massachusetts, USA","['Hell or High Water', '3:10 to Yuma', 'The Messenger', 'Leave No Trace']",8,40,https://www.imdb.com/name/nm0004936/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0004936/awards?ref_=nm_ql_2
351,Steve Zahn,11/13/67,"Marshall, Minnesota, USA","['War for the Planet of the Apes', 'Sahara', 'Rescue Dawn', 'A Perfect Getaway']",2,10,https://www.imdb.com/name/nm0001872/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0001872/awards?ref_=nm_ql_2
352,Owen Wilson,11/18/68,"Dallas, Texas, USA","['The Royal Tenenbaums', 'Wedding Crashers', 'Bottle Rocket', 'Midnight in Paris']",14,50,https://www.imdb.com/name/nm0005562/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0005562/awards?ref_=nm_ql_2
353,Julianne Moore,12/3/60,"Fayetteville, North Carolina, USA","['The Hours', 'Still Alice', 'The Kids Are All Right', 'Maps to the Stars']",113,155,https://www.imdb.com/name/nm0000194/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0000194/awards?ref_=nm_ql_2
354,Justin Long,6/2/78,"Fairfield, Connecticut, USA","['Live Free or Die Hard', 'Accepted', 'Jeepers Creepers', 'Tusk']",3,8,https://www.imdb.com/name/nm0519043/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0519043/awards?ref_=nm_ql_2
355,Arielle Kebbel,2/19/85,"Winter Park, Florida, USA","['The Grudge 2', 'The Uninvited', 'John Tucker Must Die', 'Think Like a Man']",0,1,https://www.imdb.com/name/nm0444223/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0444223/awards?ref_=nm_ql_2
356,Gary Oldman,3/21/58,"New Cross, London, England, UK","['Tinker Tailor Soldier Spy', 'Darkest Hour', 'The Dark Knight', 'Sid and Nancy']",59,75,https://www.imdb.com/name/nm0000198/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0000198/awards?ref_=nm_ql_2
357,Jennifer Garner,4/17/72,"Houston, Texas, USA","['Alias', '13 Going on 30', 'Daredevil', 'Juno']",12,55,https://www.imdb.com/name/nm0004950/?ref_=adv_li_st_1,https://www.imdb.com/name/nm0004950/awards?ref_=nm_ql_2
