,st_name,st_date,st_place,st_knownfor,st_awards_wins,st_awards_nominations,st_link,st_awards_link
224,Anton Yelchin,3/11/89,"Leningrad, Russian SFSR, USSR [now St. Petersburg, Russia]","['Star Trek', 'Green Room', 'Like Crazy', 'Hearts in Atlantis']",8,16,https://www.imdb.com/name/nm0947338/?ref_=adv_li_st_0,https://www.imdb.com/name/nm0947338/awards?ref_=nm_ql_2
225,Amy Schumer,6/1/81,"Manhattan, New York City, New York, USA","['Trainwreck', 'Inside Amy Schumer', 'I Feel Pretty', 'Snatched']",17,41,https://www.imdb.com/name/nm2154960/?ref_=adv_li_st_0,https://www.imdb.com/name/nm2154960/awards?ref_=nm_ql_2
226,Brooke Butler,1/27/88,"Woodinville, Washington, USA","['Ozark', 'All Cheerleaders Die', 'The Resident', 'The Sand']",NA,NA,https://www.imdb.com/name/nm4703551/?ref_=adv_li_st_0,https://www.imdb.com/name/nm4703551/awards?ref_=nm_ql_2
227,Levi Miller,9/30/02,Australia,"['Pan', 'Red Dog: True Blue', 'Jasper Jones', 'Better Watch Out']",2,3,https://www.imdb.com/name/nm5920962/?ref_=adv_li_st_0,https://www.imdb.com/name/nm5920962/awards?ref_=nm_ql_2
228,O'Shea Jackson Jr.,2/24/91,"Los Angeles, California, USA","['Straight Outta Compton', 'Ingrid Goes West', 'Den of Thieves', 'Godzilla: King of the Monsters']",4,5,https://www.imdb.com/name/nm6578009/?ref_=adv_li_st_0,https://www.imdb.com/name/nm6578009/awards?ref_=nm_ql_2
196,Bryan Cranston,3/7/56,"Hollywood, California, USA","['Breaking Bad', 'Malcolm in the Middle', 'Argo', 'Trumbo']",53,88,https://www.imdb.com/name/nm0186505/?ref_=adv_li_st_0,https://www.imdb.com/name/nm0186505/awards?ref_=nm_ql_2
197,Melissa McCarthy,8/26/70,"Plainfield, Illinois, USA","['The Heat', 'Spy', 'Bridesmaids', 'Tammy']",36,103,https://www.imdb.com/name/nm0565250/?ref_=adv_li_st_0,https://www.imdb.com/name/nm0565250/awards?ref_=nm_ql_2
198,Günes Sensoy,NA,NA,"['Mustang', 'Speechless', 'Muhtesem Yüzyil: Kösem']",5,1,https://www.imdb.com/name/nm7322143/?ref_=adv_li_st_0,https://www.imdb.com/name/nm7322143/awards?ref_=nm_ql_2
199,Ezra Miller,9/30/92,"Hoboken, New Jersey, USA","['The Perks of Being a Wallflower', 'We Need to Talk About Kevin', 'Justice League', 'Suicide Squad']",11,16,https://www.imdb.com/name/nm3009232/?ref_=adv_li_st_0,https://www.imdb.com/name/nm3009232/awards?ref_=nm_ql_2
200,Mae Whitman,6/9/88,"Los Angeles, California, USA","['The Duff', 'The Perks of Being a Wallflower', 'One Fine Day', 'Scott Pilgrim vs. the World']",9,30,https://www.imdb.com/name/nm0926165/?ref_=adv_li_st_0,https://www.imdb.com/name/nm0926165/awards?ref_=nm_ql_2
201,Edgar Ramírez,3/25/77,"Caracas, Venezuela","['Gold', 'Point Break', 'Carlos', 'Domino']",11,17,https://www.imdb.com/name/nm1183149/?ref_=adv_li_st_0,https://www.imdb.com/name/nm1183149/awards?ref_=nm_ql_2
202,Tye Sheridan,11/11/96,"Elkhart, Texas, USA","['Mud', 'Ready Player One', 'X-Men: Apocalypse', 'Joe']",8,15,https://www.imdb.com/name/nm4446467/?ref_=adv_li_st_0,https://www.imdb.com/name/nm4446467/awards?ref_=nm_ql_2
203,Tom Hiddleston,2/9/81,"Westminster, London, England, UK","['The Avengers', 'Thor', 'The Night Manager', 'Thor: The Dark World']",6,33,https://www.imdb.com/name/nm1089991/?ref_=adv_li_st_0,https://www.imdb.com/name/nm1089991/awards?ref_=nm_ql_2
204,Lake Bell,3/24/79,"New York City, New York, USA","['In a World...', 'No Strings Attached', ""It's Complicated"", 'Man Up']",6,14,https://www.imdb.com/name/nm1128572/?ref_=adv_li_st_0,https://www.imdb.com/name/nm1128572/awards?ref_=nm_ql_2
205,Scott Eastwood,3/21/86,"Carmel, California, USA","['Suicide Squad', 'The Fate of the Furious', 'Pacific Rim: Uprising', 'The Longest Ride']",1,2,https://www.imdb.com/name/nm2207222/?ref_=adv_li_st_0,https://www.imdb.com/name/nm2207222/awards?ref_=nm_ql_2
206,Ed Speleers,4/7/88,"Chichester, England, UK","['Downton Abbey', 'Outlander', 'Wolf Hall', 'Alice Through the Looking Glass']",1,3,https://www.imdb.com/name/nm1968873/?ref_=adv_li_st_0,https://www.imdb.com/name/nm1968873/awards?ref_=nm_ql_2
207,Taron Egerton,11/10/89,"Birkenhead, Cheshire, England, UK","['Kingsman: The Secret Service', 'Eddie the Eagle', 'Kingsman: The Golden Circle', 'Sing']",2,6,https://www.imdb.com/name/nm5473782/?ref_=adv_li_st_0,https://www.imdb.com/name/nm5473782/awards?ref_=nm_ql_2
208,Olivia Wilde,3/10/84,"New York City, New York, USA","['Tron', 'The Incredible Burt Wonderstone', 'The Lazarus Effect', 'House M.D.']",7,13,https://www.imdb.com/name/nm1312575/?ref_=adv_li_st_0,https://www.imdb.com/name/nm1312575/awards?ref_=nm_ql_2
209,Abraham Attah,2007/2/1,Ghana,"['Beasts of No Nation', 'Spider-Man: Homecoming', 'Out of the Village', 'Tasmanian Devil']",7,18,https://www.imdb.com/name/nm6781688/?ref_=adv_li_st_0,https://www.imdb.com/name/nm6781688/awards?ref_=nm_ql_2
210,Auli'i Cravalho,11/22/00,"Kohala, Hawaii, USA","['Moana', 'Ralph Breaks the Internet', 'Weird City', 'Gone Fishing']",6,8,https://www.imdb.com/name/nm7635388/?ref_=adv_li_st_0,https://www.imdb.com/name/nm7635388/awards?ref_=nm_ql_2
211,Emilia Clarke,10/23/86,"London, England, UK","['Game of Thrones', 'Terminator Genisys', 'Me Before You', 'Solo: A Star Wars Story']",4,37,https://www.imdb.com/name/nm3592338/?ref_=adv_li_st_0,https://www.imdb.com/name/nm3592338/awards?ref_=nm_ql_2
212,Mario Casas,6/12/86,"A Coruña, A Coruña, Galicia, Spain","['Three Steps Above Heaven', 'Witching and Bitching', 'The 33', 'El fotógrafo de Mauthausen']",9,14,https://www.imdb.com/name/nm1832584/?ref_=adv_li_st_0,https://www.imdb.com/name/nm1832584/awards?ref_=nm_ql_2
213,Felicity Jones,10/17/83,"Birmingham, West Midlands, England, UK","['Rogue One', 'The Theory of Everything', 'Like Crazy', 'Inferno']",11,40,https://www.imdb.com/name/nm0428065/?ref_=adv_li_st_0,https://www.imdb.com/name/nm0428065/awards?ref_=nm_ql_2
214,Mahershala Ali,2/16/74,"Oakland, California, USA","['House of Cards', 'Luke Cage', 'The Curious Case of Benjamin Button', 'The Place Beyond the Pines']",76,53,https://www.imdb.com/name/nm0991810/?ref_=adv_li_st_0,https://www.imdb.com/name/nm0991810/awards?ref_=nm_ql_2
215,Liam Hemsworth,1/13/90,"Melbourne, Victoria, Australia","['The Hunger Games', 'The Hunger Games: Mockingjay - Part 1', 'The Hunger Games: Catching Fire', 'Independence Day: Resurgence']",6,16,https://www.imdb.com/name/nm2955013/?ref_=adv_li_st_0,https://www.imdb.com/name/nm2955013/awards?ref_=nm_ql_2
216,Eva Green,7/6/80,"Paris, France","['Casino Royale', 'Penny Dreadful', 'The Dreamers', 'Kingdom of Heaven']",5,20,https://www.imdb.com/name/nm1200692/?ref_=adv_li_st_0,https://www.imdb.com/name/nm1200692/awards?ref_=nm_ql_2
217,Neel Sethi,12/22/03,"New York City, New York, USA","['The Jungle Book', 'Jimmy Kimmel Live!', 'Diwali', 'Food Network Star Kids']",0,6,https://www.imdb.com/name/nm5888481/?ref_=adv_li_st_0,https://www.imdb.com/name/nm5888481/awards?ref_=nm_ql_2
218,Taraji P. Henson,9/11/70,"Washington, District of Columbia, USA","['The Curious Case of Benjamin Button', 'Hidden Figures', 'Hustle & Flow', 'The Karate Kid']",31,68,https://www.imdb.com/name/nm0378245/?ref_=adv_li_st_0,https://www.imdb.com/name/nm0378245/awards?ref_=nm_ql_2
219,Louis C.K.,9/12/67,"Washington, District of Columbia, USA","['Louie', 'American Hustle', 'Horace and Pete', 'Better Things']",25,85,https://www.imdb.com/name/nm0127373/?ref_=adv_li_st_0,https://www.imdb.com/name/nm0127373/awards?ref_=nm_ql_2
220,Travis Fimmel,7/15/79,"nr. Echuca, Victoria, Australia","['Warcraft', 'Vikings', 'The Baytown Outlaws', 'The Experiment']",0,1,https://www.imdb.com/name/nm1379938/?ref_=adv_li_st_0,https://www.imdb.com/name/nm1379938/awards?ref_=nm_ql_2
221,Ryûnosuke Kamiki,5/19/93,"Fujimi, Japan","['Your Name.', 'Spirited Away', ""Howl's Moving Castle"", 'Arrietty']",2,1,https://www.imdb.com/name/nm1126340/?ref_=adv_li_st_0,https://www.imdb.com/name/nm1126340/awards?ref_=nm_ql_2
222,Min-hee Kim,3/1/82,South Korea,"['The Handmaiden', 'Bamui haebyun-eoseo honja', 'Geu-hu', 'Yeonaeui wondo']",11,11,https://www.imdb.com/name/nm1195119/?ref_=adv_li_st_0,https://www.imdb.com/name/nm1195119/awards?ref_=nm_ql_2
223,Stephen Lang,7/11/52,"New York City, New York, USA","['Avatar', ""Don't Breathe"", 'Tombstone', 'Gods and Generals']",6,10,https://www.imdb.com/name/nm0002332/?ref_=adv_li_st_0,https://www.imdb.com/name/nm0002332/awards?ref_=nm_ql_2
224,John Krasinski,10/20/79,"Newton, Massachusetts, USA","['A Quiet Place', 'The Office', 'Something Borrowed', ""It's Complicated""]",13,58,https://www.imdb.com/name/nm1024677/?ref_=adv_li_st_0,https://www.imdb.com/name/nm1024677/awards?ref_=nm_ql_2
225,Jenna Kanell,NA,NA,"['The Front Runner', 'The Bye Bye Man', 'Terrifier', 'Summer Gold']",3,2,https://www.imdb.com/name/nm3957052/?ref_=adv_li_st_0,https://www.imdb.com/name/nm3957052/awards?ref_=nm_ql_2
226,Teresa Palmer,2/26/86,"Adelaide, South Australia, Australia","['Lights Out', 'I Am Number Four', 'Hacksaw Ridge', 'Warm Bodies']",0,9,https://www.imdb.com/name/nm1954240/?ref_=adv_li_st_0,https://www.imdb.com/name/nm1954240/awards?ref_=nm_ql_2
227,Casey Affleck,8/12/75,"Falmouth, Massachusetts, USA","['Manchester by the Sea', 'Gone Baby Gone', 'The Assassination of Jesse James by the Coward Robert Ford', ""Ocean's Eleven""]",66,55,https://www.imdb.com/name/nm0000729/?ref_=adv_li_st_0,https://www.imdb.com/name/nm0000729/awards?ref_=nm_ql_2
228,Brian Cox,6/1/46,"Dundee, Scotland, UK","['X2: X-Men United', 'Troy', 'Adaptation.', 'Super Troopers']",12,23,https://www.imdb.com/name/nm0004051/?ref_=adv_li_st_0,https://www.imdb.com/name/nm0004051/awards?ref_=nm_ql_2
229,Adam Driver,11/19/83,"San Diego, California, USA","['Star Wars: Episode VII - The Force Awakens', 'Paterson', 'Star Wars: Episode VIII - The Last Jedi', 'Inside Llewyn Davis']",12,68,https://www.imdb.com/name/nm3485845/?ref_=adv_li_st_0,https://www.imdb.com/name/nm3485845/awards?ref_=nm_ql_2
230,Erika Linder,5/11/90,"Stockholm, Sweden",NA,NA,NA,https://www.imdb.com/name/nm7621162/?ref_=adv_li_st_0,https://www.imdb.com/name/nm7621162/awards?ref_=nm_ql_2
231,Suki Waterhouse,1/5/92,"Hammersmith, London, England, UK","['Love, Rosie', 'Insurgent', 'The Bad Batch', 'Pride and Prejudice and Zombies']",1,3,https://www.imdb.com/name/nm4025229/?ref_=adv_li_st_0,https://www.imdb.com/name/nm4025229/awards?ref_=nm_ql_2
232,Keegan-Michael Key,3/22/71,"Southfield, Michigan, USA","['Keanu', 'The Predator', 'Tomorrowland', ""Let's Be Cops""]",2,23,https://www.imdb.com/name/nm1221047/?ref_=adv_li_st_0,https://www.imdb.com/name/nm1221047/awards?ref_=nm_ql_2
233,Lauren Cohan,1/7/82,"Philadelphia, Pennsylvania, USA","['The Boy', 'Mile 22', 'Batman v Superman: Dawn of Justice', 'Casanova']",0,3,https://www.imdb.com/name/nm1659348/?ref_=adv_li_st_0,https://www.imdb.com/name/nm1659348/awards?ref_=nm_ql_2
234,John Gallagher Jr.,6/17/84,"Wilmington, Delaware, USA","['10 Cloverfield Lane', 'Short Term 12', 'Hush', 'Peppermint']",0,3,https://www.imdb.com/name/nm0302330/?ref_=adv_li_st_0,https://www.imdb.com/name/nm0302330/awards?ref_=nm_ql_2
235,John Goodman,6/20/52,"St. Louis, Missouri, USA","['10 Cloverfield Lane', 'Barton Fink', 'Argo', 'Flight']",31,71,https://www.imdb.com/name/nm0000422/?ref_=adv_li_st_0,https://www.imdb.com/name/nm0000422/awards?ref_=nm_ql_2
236,Ana de Armas,4/30/88,"Havana, Cuba","['Blade Runner 2049', 'Hands of Stone', 'War Dogs']",1,2,https://www.imdb.com/name/nm1869101/?ref_=adv_li_st_0,https://www.imdb.com/name/nm1869101/awards?ref_=nm_ql_2
237,Charlie Hunnam,4/10/80,"Newcastle upon Tyne, Tyne and Wear, England, UK","['Sons of Anarchy', 'Pacific Rim', 'King Arthur: Legend of the Sword', 'Children of Men']",3,5,https://www.imdb.com/name/nm0402271/?ref_=adv_li_st_0,https://www.imdb.com/name/nm0402271/awards?ref_=nm_ql_2
238,Paul Dano,6/19/84,"New York City, New York, USA","['There Will Be Blood', 'Little Miss Sunshine', 'Love & Mercy', 'Prisoners']",24,50,https://www.imdb.com/name/nm0200452/?ref_=adv_li_st_0,https://www.imdb.com/name/nm0200452/awards?ref_=nm_ql_2
239,Guy Pearce,10/5/67,"Ely, Cambridgeshire, England, UK","['Memento', 'L.A. Confidential', 'The Rover', 'Lockout']",10,37,https://www.imdb.com/name/nm0001602/?ref_=adv_li_st_0,https://www.imdb.com/name/nm0001602/awards?ref_=nm_ql_2
240,Yoo Gong,7/10/79,"Busan, South Korea","['Busanhaeng', 'Sseulsseulhago Chalranhashin: Dokkaebi', 'Do-ga-ni', 'Nam-gwa yeo']",3,9,https://www.imdb.com/name/nm1508003/?ref_=adv_li_st_0,https://www.imdb.com/name/nm1508003/awards?ref_=nm_ql_2
241,Armie Hammer,8/28/86,"Los Angeles, California, USA","['The Social Network', 'Call Me by Your Name', 'The Lone Ranger', 'The Man from U.N.C.L.E.']",9,38,https://www.imdb.com/name/nm2309517/?ref_=adv_li_st_0,https://www.imdb.com/name/nm2309517/awards?ref_=nm_ql_2
242,Kate Mara,2/27/83,"Bedford, New York, USA","['Fantastic Four', 'Happythankyoumoreplease', 'Shooter', '127 Hours']",2,5,https://www.imdb.com/name/nm0544718/?ref_=adv_li_st_0,https://www.imdb.com/name/nm0544718/awards?ref_=nm_ql_2
243,Daniel Kaluuya,2/24/89,"London, England, UK","['Get Out', 'Black Panther', 'Sicario', 'Widows']",17,56,https://www.imdb.com/name/nm2257207/?ref_=adv_li_st_0,https://www.imdb.com/name/nm2257207/awards?ref_=nm_ql_2
244,Emma Watson,4/15/90,"Paris, France","['The Perks of Being a Wallflower', ""Harry Potter and the Sorcerer's Stone"", 'The Bling Ring', 'Beauty and the Beast']",24,59,https://www.imdb.com/name/nm0914612/?ref_=adv_li_st_0,https://www.imdb.com/name/nm0914612/awards?ref_=nm_ql_2
245,Bill Skarsgård,8/9/90,"Vällingby, Sweden","['It', 'Allegiant', 'Deadpool 2', 'Atomic Blonde']",4,7,https://www.imdb.com/name/nm0803889/?ref_=adv_li_st_0,https://www.imdb.com/name/nm0803889/awards?ref_=nm_ql_2
246,Tom Holland,6/1/96,"Kingston upon Thames, England, UK","['Spider-Man: Homecoming', 'The Impossible', 'Captain America: Civil War', 'Avengers: Infinity War']",14,16,https://www.imdb.com/name/nm4043618/?ref_=adv_li_st_0,https://www.imdb.com/name/nm4043618/awards?ref_=nm_ql_2
247,Gal Gadot,4/30/85,"Rosh Ha'ayin, Israel","['Wonder Woman', 'Batman v Superman: Dawn of Justice', 'Furious 7', 'Keeping Up with the Joneses']",6,20,https://www.imdb.com/name/nm2933757/?ref_=adv_li_st_0,https://www.imdb.com/name/nm2933757/awards?ref_=nm_ql_2
248,Kevin Hart,7/6/79,"Philadelphia, Pennsylvania, USA","['Ride Along', 'Central Intelligence', 'Grudge Match', 'The Secret Life of Pets']",16,34,https://www.imdb.com/name/nm0366389/?ref_=adv_li_st_0,https://www.imdb.com/name/nm0366389/awards?ref_=nm_ql_2
249,Frances McDormand,6/23/57,"Gibson City, Illinois, USA","['Three Billboards Outside Ebbing, Missouri', 'Fargo', 'Moonrise Kingdom', 'Almost Famous']",89,87,https://www.imdb.com/name/nm0000531/?ref_=adv_li_st_0,https://www.imdb.com/name/nm0000531/awards?ref_=nm_ql_2
250,Sally Hawkins,4/27/76,"Dulwich, London, England, UK","['The Shape of Water', 'Happy-Go-Lucky', 'Blue Jasmine', 'Paddington 2']",51,97,https://www.imdb.com/name/nm1020089/?ref_=adv_li_st_0,https://www.imdb.com/name/nm1020089/awards?ref_=nm_ql_2
251,Ansel Elgort,3/14/94,"New York City, New York, USA","['The Fault in Our Stars', 'Divergent', 'Baby Driver', 'Insurgent']",9,13,https://www.imdb.com/name/nm5052065/?ref_=adv_li_st_0,https://www.imdb.com/name/nm5052065/awards?ref_=nm_ql_2
252,Jacob Tremblay,2010/5/6,"Vancouver, British Columbia, Canada","['Room', 'Wonder', 'Before I Wake', 'The Predator']",21,35,https://www.imdb.com/name/nm5016878/?ref_=adv_li_st_0,https://www.imdb.com/name/nm5016878/awards?ref_=nm_ql_2
253,Rafe Spall,3/10/83,"Camberwell, London, England, UK","['The Big Short', 'Life of Pi', 'The Ritual', 'Hot Fuzz']",3,8,https://www.imdb.com/name/nm1245863/?ref_=adv_li_st_0,https://www.imdb.com/name/nm1245863/awards?ref_=nm_ql_2
254,Anthony LaPaglia,1/31/59,"Adelaide, South Australia, Australia","['Without a Trace', 'Lantana', 'So I Married an Axe Murderer', 'Empire Records']",13,24,https://www.imdb.com/name/nm0001439/?ref_=adv_li_st_0,https://www.imdb.com/name/nm0001439/awards?ref_=nm_ql_2
255,Fionn Whitehead,NA,NA,"['Dunkirk', 'Black Mirror: Bandersnatch', 'The Children Act', 'Him']",0,3,https://www.imdb.com/name/nm7887725/?ref_=adv_li_st_0,https://www.imdb.com/name/nm7887725/awards?ref_=nm_ql_2
256,Anthony Gonzalez,NA,NA,"['Coco', 'The Last Ship', 'Icebox', 'The Bridge']",8,3,https://www.imdb.com/name/nm5645519/?ref_=adv_li_st_0,https://www.imdb.com/name/nm5645519/awards?ref_=nm_ql_2
257,Kenneth Branagh,12/10/60,"Belfast, Northern Ireland, UK","['Henry V', 'Hamlet', 'Much Ado About Nothing', 'Murder on the Orient Express']",31,64,https://www.imdb.com/name/nm0000110/?ref_=adv_li_st_0,https://www.imdb.com/name/nm0000110/awards?ref_=nm_ql_2
258,Carla Gugino,8/29/71,"Sarasota, Florida, USA","['Watchmen', ""Gerald's Game"", 'American Gangster', 'San Andreas']",3,9,https://www.imdb.com/name/nm0001303/?ref_=adv_li_st_0,https://www.imdb.com/name/nm0001303/awards?ref_=nm_ql_2
259,Steve Buscemi,12/13/57,"Brooklyn, New York City, New York, USA","['Fargo', 'Ghost World', 'Reservoir Dogs', 'The Death of Stalin']",30,65,https://www.imdb.com/name/nm0000114/?ref_=adv_li_st_0,https://www.imdb.com/name/nm0000114/awards?ref_=nm_ql_2
260,Ross Lynch,12/29/95,"Littleton, Colorado, USA","['Austin & Ally', 'My Friend Dahmer', 'Teen Beach Movie', 'Muppets Most Wanted']",7,4,https://www.imdb.com/name/nm3515425/?ref_=adv_li_st_0,https://www.imdb.com/name/nm3515425/awards?ref_=nm_ql_2
229,Kelsey Asbille,9/9/91,"Columbia, South Carolina, USA",NA,1,0,https://www.imdb.com/name/nm2080328/?ref_=adv_li_st_0,https://www.imdb.com/name/nm2080328/awards?ref_=nm_ql_2
230,Margot Robbie,7/2/90,"Dalby, Queensland, Australia","['Suicide Squad', 'The Wolf of Wall Street', 'I, Tonya', 'The Legend of Tarzan']",14,63,https://www.imdb.com/name/nm3053338/?ref_=adv_li_st_0,https://www.imdb.com/name/nm3053338/awards?ref_=nm_ql_2
231,Dacre Montgomery,11/22/94,"Perth, Australia","['Stranger Things', 'Power Rangers', 'Better Watch Out', 'A Few Less Men']",0,3,https://www.imdb.com/name/nm4223882/?ref_=adv_li_st_0,https://www.imdb.com/name/nm4223882/awards?ref_=nm_ql_2
232,Scott Shepherd,NA,NA,"['Bridge of Spies', 'Jason Bourne', 'Side Effects', 'Hostiles']",NA,NA,https://www.imdb.com/name/nm0791864/?ref_=adv_li_st_0,https://www.imdb.com/name/nm0791864/awards?ref_=nm_ql_2
233,Glenn Close,3/19/47,"Greenwich, Connecticut, USA",NA,62,109,https://www.imdb.com/name/nm0000335/?ref_=adv_li_st_0,https://www.imdb.com/name/nm0000335/awards?ref_=nm_ql_2
234,Vicky Krieps,10/4/83,"Luxembourg, Grand-Duchy of Luxembourg","['Phantom Thread', 'Hanna', 'Colonia', 'Pitter Patter Goes My Heart']",8,7,https://www.imdb.com/name/nm3043279/?ref_=adv_li_st_0,https://www.imdb.com/name/nm3043279/awards?ref_=nm_ql_2
235,Michelle Williams,9/9/80,"Kalispell, Montana, USA","['Blue Valentine', 'My Week with Marilyn', 'Take This Waltz', 'Manchester by the Sea']",41,135,https://www.imdb.com/name/nm0931329/?ref_=adv_li_st_0,https://www.imdb.com/name/nm0931329/awards?ref_=nm_ql_2
236,Andrew Wilson,8/22/64,"Dallas, Texas, USA","['Whip It', 'Idiocracy', 'Bottle Rocket', 'The Royal Tenenbaums']",5,0,https://www.imdb.com/name/nm0932992/?ref_=adv_li_st_0,https://www.imdb.com/name/nm0932992/awards?ref_=nm_ql_2
237,Jessica Rothe,5/28/87,"Denver, Colorado, USA","['Happy Death Day', 'La La Land', 'Valley Girl']",0,4,https://www.imdb.com/name/nm1557329/?ref_=adv_li_st_0,https://www.imdb.com/name/nm1557329/awards?ref_=nm_ql_2
238,Barry G. Bernson,NA,NA,NA,NA,NA,https://www.imdb.com/name/nm8467096/?ref_=adv_li_st_0,https://www.imdb.com/name/nm8467096/awards?ref_=nm_ql_2
239,Orelsan,NA,NA,"['A Simple Favor', ""Comment c'est loin"", 'Mutafukaz', 'Casseurs Flowters - 15h02 - Regarde comme il fait beau (dehors)']",NA,NA,https://www.imdb.com/name/nm4765550/?ref_=adv_li_st_0,https://www.imdb.com/name/nm4765550/awards?ref_=nm_ql_2
240,Douglas Smith,6/22/85,"Toronto, Ontario, Canada","['Big Little Lies', 'The Alienist', 'Big Love', 'Antiviral']",2,1,https://www.imdb.com/name/nm0808022/?ref_=adv_li_st_0,https://www.imdb.com/name/nm0808022/awards?ref_=nm_ql_2
241,Judah Lewis,NA,NA,NA,NA,NA,https://www.imdb.com/name/nm6237346/?ref_=adv_li_st_0,https://www.imdb.com/name/nm6237346/awards?ref_=nm_ql_2
242,Josh Gad,2/23/81,"Hollywood, Florida, USA","['Frozen', 'Pixels', 'Beauty and the Beast', '21']",7,5,https://www.imdb.com/name/nm1265802/?ref_=adv_li_st_0,https://www.imdb.com/name/nm1265802/awards?ref_=nm_ql_2
243,Evan Williams,NA,NA,"['Versailles', 'Awkward.', 'Degrassi: The Next Generation', 'Grey Gardens']",0,1,https://www.imdb.com/name/nm0930570/?ref_=adv_li_st_0,https://www.imdb.com/name/nm0930570/awards?ref_=nm_ql_2
244,Nikolaj Coster-Waldau,7/27/70,"Rudkøbing, Denmark","['Game of Thrones', 'Oblivion', 'Gods of Egypt', 'Nattevagten']",0,21,https://www.imdb.com/name/nm0182666/?ref_=adv_li_st_0,https://www.imdb.com/name/nm0182666/awards?ref_=nm_ql_2
